Agro-Ecological Zone Compatibility,Pest disease vulnerability,Water irrigation reliability,Post Harvest Storage,Market Access,Planting/Sowing Time,Farmer experience,Cooperative Membership,Input Access and Affordability,AEZ_Score,Pest_Score,Water_Score,Storage_Score,Market_Score,Planting_Score,Experience_Score,Coop_Score,Input_Score,Risk Factor,Crop Type,Farmer ID,Farm Location,Price,Gender,Farm size,Previous Yield Output (Kgs),Persons with disability,Age
Low,Low,Moderate,Yes,No,Low,>9 years,No,Yes,1.0,0.0,0.5,0,1,1,0.0,1,0,0.53,Maize,FARM_1708,Busia,55.61,Male,4.35,9785,No,48
Low,Moderate,Low,No,Yes,Low,>9 years,No,Yes,1.0,0.5,1.0,1,0,1,0.0,1,0,0.685,Maize,FARM_1709,Siaya,55.61,Male,4.53,5971,No,89
High,Low,Low,Yes,Yes,High,5-9 years,No,Yes,0.0,0.0,1.0,0,0,0,0.0,1,0,0.19,Maize,FARM_1710,Meru,55.61,Male,17.34,43969,No,77
Low,Moderate,Low,No,Yes,Low,1-4 years,Yes,Yes,1.0,0.5,1.0,1,0,1,0.5,0,0,0.675,Maize,FARM_1711,Kitui,55.61,Male,20.65,34012,No,74
Moderate,Low,Low,Yes,Yes,Low,1-4 years,Yes,Yes,0.5,0.0,1.0,0,0,1,0.5,0,0,0.37,Maize,FARM_1712,Elgeyo-Marakwet,55.61,Male,10.29,27873,No,73
High,High,Moderate,No,No,Low,<1 year,Yes,Yes,0.0,1.0,0.5,1,1,1,0.5,0,0,0.64,Maize,FARM_1713,Kilifi,55.61,Female,16.4,17129,No,88
Low,High,Moderate,No,Yes,High,>9 years,Yes,Yes,1.0,1.0,0.5,1,0,0,0.0,0,0,0.55,Maize,FARM_1714,Tharaka Nithi,55.61,Male,92.27,173416,No,21
High,Low,High,Yes,Yes,High,1-4 years,No,Yes,0.0,0.0,0.0,0,0,0,0.5,1,0,0.09,Maize,FARM_1715,Isiolo,55.61,Female,82.71,189588,No,89
High,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,1,0.0,0,0,0.255,Beans,FARM_1716,Bungoma,137.27,Male,4.66,6590,No,19
Moderate,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1717,Kiambu,55.61,Female,8.0,14238,No,56
Moderate,Low,Moderate,Yes,Yes,Low,5-9 years,Yes,No,0.5,0.0,0.5,0,0,1,0.0,0,1,0.28,Maize,FARM_1718,Kilifi,55.61,Male,14.23,16713,No,74
High,High,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.0,0,0,0.17,Maize,FARM_1719,Machakos,55.61,Male,14.42,27990,Yes,22
Moderate,Moderate,High,Yes,Yes,High,>9 years,No,No,0.5,0.5,0.0,0,0,0,0.0,1,1,0.2449999999999999,Maize,FARM_1720,Kericho,55.61,Male,6.16,5291,No,68
Moderate,High,Low,No,Yes,Low,1-4 years,No,Yes,0.5,1.0,1.0,1,0,1,0.5,1,0,0.7200000000000001,Maize,FARM_1721,Bungoma,55.61,Male,21.91,39054,No,76
Moderate,Low,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,0.0,0.5,0,1,0,0.0,0,0,0.29,Beans,FARM_1722,Migori,137.27,Female,19.78,23052,No,18
High,Moderate,Moderate,Yes,No,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,1,1,0.0,0,0,0.385,Beans,FARM_1723,Nyeri,137.27,Male,47.42,57962,No,26
Low,High,High,Yes,No,Low,>9 years,No,No,1.0,1.0,0.0,0,1,1,0.0,1,1,0.65,Maize,FARM_1724,Bomet,55.61,Female,73.64,161729,No,22
High,High,Moderate,Yes,No,High,<1 year,Yes,Yes,0.0,1.0,0.5,0,1,0,0.5,0,0,0.41,Beans,FARM_1725,Nyeri,137.27,Female,91.87,180783,No,70
High,High,Low,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,1.0,0,0,1,0.0,0,0,0.41,Beans,FARM_1726,Nairobi,137.27,Female,64.93,134603,No,77
High,Moderate,Low,Yes,No,High,5-9 years,Yes,Yes,0.0,0.5,1.0,0,1,0,0.0,0,0,0.355,Beans,FARM_1727,Vihiga,137.27,Female,22.67,66407,No,37
High,Moderate,High,Yes,No,Low,>9 years,Yes,Yes,0.0,0.5,0.0,0,1,1,0.0,0,0,0.315,Maize,FARM_1728,Tana River,55.61,Female,13.49,37974,No,75
High,Low,High,Yes,Yes,Low,<1 year,Yes,Yes,0.0,0.0,0.0,0,0,1,0.5,0,0,0.14,Maize,FARM_1729,Mombasa,55.61,Male,14.21,24937,No,46
Low,Low,High,Yes,Yes,Low,>9 years,Yes,Yes,1.0,0.0,0.0,0,0,1,0.0,0,0,0.28,Maize,FARM_1730,Wajir,55.61,Male,29.07,32760,No,36
High,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,1,0.0,0,0,0.17,Beans,FARM_1731,Meru,137.27,Female,30.18,57704,Yes,70
Low,Low,High,Yes,Yes,High,1-4 years,No,Yes,1.0,0.0,0.0,0,0,0,0.5,1,0,0.27,Maize,FARM_1732,Nairobi,55.61,Male,30.03,61535,No,68
Low,High,Moderate,Yes,No,Low,>9 years,Yes,Yes,1.0,1.0,0.5,0,1,1,0.0,0,0,0.65,Maize,FARM_1733,Kiambu,55.61,Male,12.59,26833,No,33
High,High,High,No,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.0,1,0,1,0.0,0,0,0.4,Maize,FARM_1734,Nyamira,55.61,Female,21.91,36223,Yes,65
Low,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,No,1.0,0.5,0.5,0,0,0,0.0,0,1,0.355,Maize,FARM_1735,Siaya,55.61,Male,72.46,102389,Yes,51
High,Moderate,High,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.0,1,0,0,0.0,0,0,0.215,Beans,FARM_1736,Meru,137.27,Male,85.87,111594,No,25
Moderate,Low,High,Yes,Yes,Low,>9 years,No,Yes,0.5,0.0,0.0,0,0,1,0.0,1,0,0.24,Maize,FARM_1737,Garissa,55.61,Male,7.27,14766,No,42
High,High,High,Yes,Yes,High,<1 year,Yes,Yes,0.0,1.0,0.0,0,0,0,0.5,0,0,0.21,Maize,FARM_1738,Tana River,55.61,Female,42.5,38753,Yes,83
Moderate,Low,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.5,1,0,0,0.0,0,0,0.29,Maize,FARM_1739,Tharaka Nithi,55.61,Female,17.09,20094,No,78
Moderate,Low,High,Yes,No,High,5-9 years,No,Yes,0.5,0.0,0.0,0,1,0,0.0,1,0,0.27,Maize,FARM_1740,Kisii,55.61,Male,27.41,80975,No,81
High,Moderate,High,No,Yes,Low,5-9 years,Yes,No,0.0,0.5,0.0,1,0,1,0.0,0,1,0.3350000000000001,Maize,FARM_1741,Samburu,55.61,Male,75.22,147963,No,66
Moderate,High,Low,Yes,Yes,Low,>9 years,Yes,Yes,0.5,1.0,1.0,0,0,1,0.0,0,0,0.5,Maize,FARM_1742,Samburu,55.61,Male,12.63,21687,No,89
High,High,High,No,No,High,>9 years,Yes,No,0.0,1.0,0.0,1,1,0,0.0,0,1,0.45,Beans,FARM_1743,Machakos,137.27,Male,9.33,25466,No,90
Moderate,Moderate,High,No,No,Low,5-9 years,Yes,Yes,0.5,0.5,0.0,1,1,1,0.0,0,0,0.535,Maize,FARM_1744,Narok,55.61,Male,18.68,18252,No,43
High,High,Moderate,No,Yes,Low,5-9 years,Yes,Yes,0.0,1.0,0.5,1,0,1,0.0,0,0,0.47,Maize,FARM_1745,Trans-Nzoia,55.61,Male,35.25,29337,No,40
Low,Moderate,High,No,Yes,Low,<1 year,No,Yes,1.0,0.5,0.0,1,0,1,0.5,1,0,0.5850000000000001,Maize,FARM_1746,Narok,55.61,Male,25.79,27104,No,19
High,High,High,Yes,Yes,Low,<1 year,Yes,Yes,0.0,1.0,0.0,0,0,1,0.5,0,0,0.31,Maize,FARM_1747,Bomet,55.61,Male,19.25,18598,No,64
High,Low,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,0,0.0,0,0,0.07,Maize,FARM_1748,Mandera,55.61,Male,32.85,61809,No,20
High,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,No,0.0,0.5,0.5,0,0,0,0.0,0,1,0.175,Maize,FARM_1749,Kajiado,55.61,Male,80.33,140170,No,27
Moderate,High,Moderate,No,Yes,Low,1-4 years,Yes,No,0.5,1.0,0.5,1,0,1,0.5,0,1,0.6200000000000001,Beans,FARM_1750,Machakos,137.27,Male,63.78,65926,No,74
Moderate,Moderate,Low,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,1.0,0,0,0,0.5,0,0,0.355,Maize,FARM_1751,Busia,55.61,Female,29.88,43805,No,24
High,Low,Moderate,Yes,No,High,5-9 years,No,Yes,0.0,0.0,0.5,0,1,0,0.0,1,0,0.25,Maize,FARM_1752,Kisii,55.61,Female,23.23,54778,No,48
Low,Moderate,High,No,Yes,High,1-4 years,No,Yes,1.0,0.5,0.0,1,0,0,0.5,1,0,0.485,Maize,FARM_1753,Busia,55.61,Male,83.96,182310,No,18
High,High,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.5,1,0,0,0.5,0,0,0.41,Maize,FARM_1754,Trans-Nzoia,55.61,Female,23.56,40513,No,19
Moderate,Moderate,Moderate,Yes,No,Low,>9 years,Yes,Yes,0.5,0.5,0.5,0,1,1,0.0,0,0,0.475,Maize,FARM_1755,Mandera,55.61,Male,69.83,84939,No,70
Moderate,Moderate,Low,Yes,Yes,Low,<1 year,No,Yes,0.5,0.5,1.0,0,0,1,0.5,1,0,0.505,Beans,FARM_1756,Homa Bay,137.27,Male,20.32,14454,No,19
High,Low,Moderate,Yes,Yes,Low,<1 year,No,No,0.0,0.0,0.5,0,0,1,0.5,1,1,0.28,Beans,FARM_1757,Homa Bay,137.27,Male,22.14,19779,No,46
Low,Low,Low,Yes,No,Low,>9 years,No,Yes,1.0,0.0,1.0,0,1,1,0.0,1,0,0.6000000000000001,Maize,FARM_1758,Kiambu,55.61,Female,1.53,2300,No,33
High,High,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,1.0,0,0,0,0.0,0,0,0.31,Maize,FARM_1759,Elgeyo-Marakwet,55.61,Male,93.17,99838,No,28
High,Moderate,Moderate,Yes,No,Low,>9 years,Yes,No,0.0,0.5,0.5,0,1,1,0.0,0,1,0.405,Maize,FARM_1760,Nandi,55.61,Female,93.25,167826,No,82
High,Moderate,Moderate,No,Yes,High,5-9 years,Yes,No,0.0,0.5,0.5,1,0,0,0.0,0,1,0.305,Maize,FARM_1761,Kwale,55.61,Male,71.48,150776,No,89
Moderate,Low,Low,No,Yes,High,<1 year,No,Yes,0.5,0.0,1.0,1,0,0,0.5,1,0,0.4499999999999999,Maize,FARM_1762,Laikipia,55.61,Male,27.73,34254,No,79
High,Moderate,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,1.0,0,0,0,0.0,0,0,0.225,Beans,FARM_1763,Nairobi,137.27,Female,17.62,26344,No,82
High,High,Moderate,No,No,High,>9 years,No,Yes,0.0,1.0,0.5,1,1,0,0.0,1,0,0.55,Maize,FARM_1764,West Pokot,55.61,Male,4.36,9213,No,87
High,Moderate,High,Yes,Yes,Low,<1 year,No,Yes,0.0,0.5,0.0,0,0,1,0.5,1,0,0.275,Beans,FARM_1765,Tharaka Nithi,137.27,Male,38.43,35719,No,50
High,High,High,No,No,High,>9 years,No,Yes,0.0,1.0,0.0,1,1,0,0.0,1,0,0.48,Maize,FARM_1766,Nandi,55.61,Male,22.24,61453,No,85
High,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Maize,FARM_1767,Taita Taveta,55.61,Male,80.45,165970,Yes,83
High,Moderate,High,Yes,Yes,High,1-4 years,Yes,No,0.0,0.5,0.0,0,0,0,0.5,0,1,0.145,Beans,FARM_1768,Kisumu,137.27,Male,10.92,18107,No,32
Low,High,High,Yes,Yes,High,1-4 years,No,No,1.0,1.0,0.0,0,0,0,0.5,1,1,0.4599999999999999,Maize,FARM_1769,Meru,55.61,Male,11.65,33381,No,73
High,High,High,Yes,No,High,1-4 years,Yes,No,0.0,1.0,0.0,0,1,0,0.5,0,1,0.36,Maize,FARM_1770,Uasin Gishu,55.61,Female,14.37,34982,No,82
High,High,Moderate,Yes,Yes,Low,<1 year,No,No,0.0,1.0,0.5,0,0,1,0.5,1,1,0.45,Maize,FARM_1771,Kisumu,55.61,Male,6.23,10646,Yes,40
Low,Moderate,Low,Yes,No,Low,5-9 years,Yes,Yes,1.0,0.5,1.0,0,1,1,0.0,0,0,0.635,Beans,FARM_1772,Nyandarua,137.27,Male,16.22,16894,No,28
High,Low,High,No,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.0,1,0,0,0.0,0,0,0.13,Maize,FARM_1773,Taita Taveta,55.61,Female,69.46,137815,No,53
Low,Moderate,Moderate,Yes,Yes,Low,1-4 years,No,Yes,1.0,0.5,0.5,0,0,1,0.5,1,0,0.525,Maize,FARM_1774,Vihiga,55.61,Male,9.8,9658,No,66
Moderate,High,High,Yes,Yes,Low,5-9 years,No,Yes,0.5,1.0,0.0,0,0,1,0.0,1,0,0.41,Maize,FARM_1775,Tana River,55.61,Male,28.63,24627,No,48
High,Moderate,Moderate,No,No,Low,5-9 years,Yes,Yes,0.0,0.5,0.5,1,1,1,0.0,0,0,0.515,Maize,FARM_1776,Kisumu,55.61,Female,88.36,112669,No,20
High,Low,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,0,0.0,0,0,0.07,Maize,FARM_1777,Uasin Gishu,55.61,Female,7.13,20311,Yes,24
High,High,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,1.0,0.5,0,0,1,0.0,0,0,0.34,Maize,FARM_1778,Kajiado,55.61,Female,18.94,31409,No,23
High,High,High,No,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.0,1,0,0,0.5,0,0,0.34,Beans,FARM_1779,Trans-Nzoia,137.27,Male,89.09,92310,No,44
High,Moderate,High,Yes,Yes,Low,>9 years,Yes,No,0.0,0.5,0.0,0,0,1,0.0,0,1,0.205,Beans,FARM_1780,Kericho,137.27,Male,94.88,250000,No,52
Moderate,Moderate,High,Yes,Yes,High,5-9 years,Yes,No,0.5,0.5,0.0,0,0,0,0.0,0,1,0.1949999999999999,Maize,FARM_1781,Wajir,55.61,Male,76.83,152383,No,67
High,High,Moderate,No,No,High,1-4 years,Yes,No,0.0,1.0,0.5,1,1,0,0.5,0,1,0.56,Beans,FARM_1782,Samburu,137.27,Male,8.57,22631,No,40
High,Moderate,Moderate,Yes,No,High,>9 years,Yes,Yes,0.0,0.5,0.5,0,1,0,0.0,0,0,0.285,Maize,FARM_1783,Kericho,55.61,Female,84.05,94506,No,68
Moderate,Moderate,Low,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.5,1.0,0,0,1,0.0,0,0,0.415,Maize,FARM_1784,Uasin Gishu,55.61,Male,79.58,72855,Yes,23
Moderate,Low,Moderate,Yes,Yes,High,>9 years,No,No,0.5,0.0,0.5,0,0,0,0.0,1,1,0.23,Beans,FARM_1785,Bomet,137.27,Male,22.7,41620,No,41
High,High,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.5,0,0,0.21,Beans,FARM_1786,Kakamega,137.27,Male,29.39,44172,No,32
High,Moderate,Low,Yes,Yes,High,5-9 years,Yes,No,0.0,0.5,1.0,0,0,0,0.0,0,1,0.245,Beans,FARM_1787,Kericho,137.27,Male,3.71,2745,No,82
Moderate,High,High,Yes,No,Low,>9 years,Yes,Yes,0.5,1.0,0.0,0,1,1,0.0,0,0,0.49,Beans,FARM_1788,Nakuru,137.27,Female,31.49,36020,No,39
High,High,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,1.0,0.0,0,0,1,0.5,0,0,0.31,Maize,FARM_1789,Kiambu,55.61,Female,12.58,36098,No,87
Moderate,Moderate,Moderate,Yes,Yes,High,5-9 years,No,Yes,0.5,0.5,0.5,0,0,0,0.0,1,0,0.295,Beans,FARM_1790,Garissa,137.27,Male,37.52,44390,Yes,84
High,Low,Low,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.5,0,0,0.18,Beans,FARM_1791,Busia,137.27,Male,5.61,4961,No,19
Moderate,High,High,No,Yes,Low,1-4 years,Yes,Yes,0.5,1.0,0.0,1,0,1,0.5,0,0,0.53,Beans,FARM_1792,Garissa,137.27,Male,23.85,30145,No,68
Moderate,High,Low,Yes,No,High,1-4 years,Yes,Yes,0.5,1.0,1.0,0,1,0,0.5,0,0,0.5700000000000001,Maize,FARM_1793,Migori,55.61,Male,8.65,17295,No,29
Moderate,Moderate,Low,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,1.0,0,0,0,0.5,0,0,0.355,Beans,FARM_1794,Isiolo,137.27,Female,11.68,32975,No,59
High,Low,Low,No,Yes,Low,5-9 years,Yes,Yes,0.0,0.0,1.0,1,0,1,0.0,0,0,0.37,Beans,FARM_1795,Siaya,137.27,Male,86.52,96403,Yes,53
High,Moderate,Low,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,1.0,0,0,1,0.0,0,0,0.325,Beans,FARM_1796,Kiambu,137.27,Male,15.62,38449,No,56
Moderate,Moderate,High,No,No,Low,>9 years,Yes,Yes,0.5,0.5,0.0,1,1,1,0.0,0,0,0.535,Maize,FARM_1797,Nyamira,55.61,Male,74.46,129261,Yes,20
High,High,High,Yes,No,High,>9 years,Yes,Yes,0.0,1.0,0.0,0,1,0,0.0,0,0,0.3,Beans,FARM_1798,Migori,137.27,Female,91.3,206269,No,90
High,Moderate,High,Yes,Yes,Low,5-9 years,Yes,No,0.0,0.5,0.0,0,0,1,0.0,0,1,0.205,Maize,FARM_1799,Busia,55.61,Male,18.13,29831,No,78
Low,Low,High,Yes,Yes,High,<1 year,Yes,Yes,1.0,0.0,0.0,0,0,0,0.5,0,0,0.22,Maize,FARM_1800,Tana River,55.61,Male,11.94,17303,No,61
High,High,Moderate,No,Yes,High,5-9 years,No,Yes,0.0,1.0,0.5,1,0,0,0.0,1,0,0.42,Maize,FARM_1801,Nyamira,55.61,Male,76.24,141259,No,75
Moderate,Low,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.5,1,0,0,0.0,0,0,0.29,Maize,FARM_1802,Kisii,55.61,Male,80.19,70842,No,48
Low,High,High,Yes,No,High,>9 years,No,Yes,1.0,1.0,0.0,0,1,0,0.0,1,0,0.53,Maize,FARM_1803,Trans-Nzoia,55.61,Male,10.13,26135,No,18
Moderate,High,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.5,1.0,0.5,0,0,1,0.0,0,0,0.43,Maize,FARM_1804,Nairobi,55.61,Male,90.24,93800,Yes,22
Moderate,Low,Low,Yes,Yes,Low,5-9 years,No,Yes,0.5,0.0,1.0,0,0,1,0.0,1,0,0.38,Maize,FARM_1805,Isiolo,55.61,Male,6.3,11481,No,72
High,Moderate,Moderate,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Beans,FARM_1806,Nandi,137.27,Male,11.57,14519,No,43
Moderate,High,High,Yes,No,Low,5-9 years,Yes,No,0.5,1.0,0.0,0,1,1,0.0,0,1,0.51,Maize,FARM_1807,West Pokot,55.61,Male,31.77,54503,No,48
Low,Low,Moderate,Yes,Yes,High,>9 years,No,Yes,1.0,0.0,0.5,0,0,0,0.0,1,0,0.3,Maize,FARM_1808,Kitui,55.61,Male,23.9,27498,No,25
Low,High,High,Yes,No,Low,5-9 years,Yes,Yes,1.0,1.0,0.0,0,1,1,0.0,0,0,0.58,Beans,FARM_1809,Taita Taveta,137.27,Male,6.02,15854,No,36
Moderate,Moderate,Low,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,0.5,1.0,0,0,1,0.0,0,0,0.415,Maize,FARM_1810,Kilifi,55.61,Female,11.79,14184,No,24
High,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,Beans,FARM_1811,Nyamira,137.27,Male,5.35,4838,No,29
High,Moderate,Low,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,1.0,1,0,0,0.0,0,0,0.355,Maize,FARM_1812,Nakuru,55.61,Male,25.82,61653,No,41
Low,Low,High,No,Yes,High,5-9 years,Yes,Yes,1.0,0.0,0.0,1,0,0,0.0,0,0,0.31,Maize,FARM_1813,Mombasa,55.61,Female,10.16,14788,No,23
Low,Low,Moderate,No,No,High,<1 year,Yes,Yes,1.0,0.0,0.5,1,1,0,0.5,0,0,0.55,Maize,FARM_1814,Nyamira,55.61,Female,73.93,214530,No,27
Moderate,High,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,1.0,0.0,0,0,1,0.0,0,0,0.36,Maize,FARM_1815,Siaya,55.61,Female,77.61,169985,No,87
Moderate,Moderate,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.5,0.5,0.5,1,0,0,0.0,0,0,0.375,Maize,FARM_1816,Wajir,55.61,Male,24.03,34110,No,79
Moderate,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.0,0,0,0.09,Maize,FARM_1817,Vihiga,55.61,Male,64.83,178137,No,26
High,Low,High,No,Yes,Low,1-4 years,Yes,Yes,0.0,0.0,0.0,1,0,1,0.5,0,0,0.27,Beans,FARM_1818,Mombasa,137.27,Male,35.48,39524,Yes,48
Moderate,Low,High,Yes,Yes,High,1-4 years,No,Yes,0.5,0.0,0.0,0,0,0,0.5,1,0,0.18,Beans,FARM_1819,Embu,137.27,Male,94.64,246885,No,28
Moderate,Low,Low,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,1.0,1,0,0,0.0,0,0,0.36,Maize,FARM_1820,Nyamira,55.61,Female,29.92,40277,No,83
High,Moderate,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.0,0.5,0.5,1,0,0,0.0,0,0,0.285,Maize,FARM_1821,Kwale,55.61,Female,67.61,157774,No,89
Moderate,High,Moderate,Yes,Yes,High,>9 years,No,Yes,0.5,1.0,0.5,0,0,0,0.0,1,0,0.38,Maize,FARM_1822,Kirinyaga,55.61,Male,20.12,15989,No,77
High,High,Moderate,Yes,No,Low,>9 years,No,No,0.0,1.0,0.5,0,1,1,0.0,1,1,0.54,Beans,FARM_1823,Nyamira,137.27,Male,7.15,8181,No,74
High,Low,Low,Yes,Yes,Low,<1 year,No,No,0.0,0.0,1.0,0,0,1,0.5,1,1,0.35,Maize,FARM_1824,Uasin Gishu,55.61,Male,17.46,34884,No,75
High,High,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.0,0,0,0.17,Maize,FARM_1825,Nairobi,55.61,Female,12.99,18068,Yes,84
High,High,Low,Yes,Yes,High,<1 year,Yes,Yes,0.0,1.0,1.0,0,0,0,0.5,0,0,0.35,Beans,FARM_1826,Kilifi,137.27,Male,23.06,37552,No,65
Moderate,Moderate,High,Yes,No,Low,1-4 years,No,Yes,0.5,0.5,0.0,0,1,1,0.5,1,0,0.495,Maize,FARM_1827,Samburu,55.61,Male,12.95,22905,No,73
Low,Moderate,Moderate,No,Yes,High,<1 year,Yes,Yes,1.0,0.5,0.5,1,0,0,0.5,0,0,0.505,Beans,FARM_1828,Narok,137.27,Male,34.72,51994,No,31
High,Moderate,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.0,0,0,1,0.0,0,0,0.185,Beans,FARM_1829,Kitui,137.27,Male,7.75,11952,No,74
High,High,Low,No,Yes,High,>9 years,Yes,Yes,0.0,1.0,1.0,1,0,0,0.0,0,0,0.44,Beans,FARM_1830,Elgeyo-Marakwet,137.27,Male,81.6,85131,No,22
Moderate,High,High,No,Yes,Low,5-9 years,Yes,Yes,0.5,1.0,0.0,1,0,1,0.0,0,0,0.49,Maize,FARM_1831,Kilifi,55.61,Male,77.52,60658,No,42
Moderate,Low,High,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.5,0,0,0.13,Maize,FARM_1832,Kirinyaga,55.61,Male,14.72,14609,No,35
Moderate,Low,High,Yes,Yes,Low,5-9 years,No,No,0.5,0.0,0.0,0,0,1,0.0,1,1,0.26,Maize,FARM_1833,Meru,55.61,Female,13.97,18172,No,29
Low,Low,High,Yes,No,High,>9 years,Yes,No,1.0,0.0,0.0,0,1,0,0.0,0,1,0.33,Maize,FARM_1834,Laikipia,55.61,Male,14.05,25162,No,70
Low,Low,High,No,No,High,5-9 years,Yes,Yes,1.0,0.0,0.0,1,1,0,0.0,0,0,0.44,Maize,FARM_1835,Embu,55.61,Male,69.06,59018,No,26
Low,Moderate,High,Yes,Yes,High,5-9 years,No,Yes,1.0,0.5,0.0,0,0,0,0.0,1,0,0.315,Beans,FARM_1836,Vihiga,137.27,Male,31.3,29728,No,23
Moderate,High,Moderate,Yes,Yes,High,<1 year,Yes,Yes,0.5,1.0,0.5,0,0,0,0.5,0,0,0.37,Beans,FARM_1837,Garissa,137.27,Male,6.83,17345,No,56
High,Low,Moderate,No,No,High,1-4 years,Yes,Yes,0.0,0.0,0.5,1,1,0,0.5,0,0,0.37,Beans,FARM_1838,Garissa,137.27,Male,20.37,28368,No,75
Moderate,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,0,0,0,0.0,0,0,0.09,Beans,FARM_1839,Garissa,137.27,Female,85.19,172414,No,36
Moderate,Low,Moderate,Yes,No,Low,>9 years,Yes,Yes,0.5,0.0,0.5,0,1,1,0.0,0,0,0.39,Beans,FARM_1840,Lamu,137.27,Female,80.55,147209,No,25
Low,Moderate,Moderate,No,Yes,Low,<1 year,No,Yes,1.0,0.5,0.5,1,0,1,0.5,1,0,0.6550000000000001,Beans,FARM_1841,Kiambu,137.27,Male,14.29,29663,No,73
High,Low,High,No,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.0,1,0,0,0.0,0,0,0.13,Beans,FARM_1842,Busia,137.27,Female,62.58,107133,No,62
High,Moderate,Low,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,1.0,1,0,0,0.0,0,0,0.355,Beans,FARM_1843,Bomet,137.27,Male,26.98,38614,No,26
High,High,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.0,1.0,0.5,1,0,0,0.5,0,0,0.41,Maize,FARM_1844,Nakuru,55.61,Female,10.32,14986,Yes,22
Low,Low,Low,No,Yes,High,<1 year,No,Yes,1.0,0.0,1.0,1,0,0,0.5,1,0,0.54,Beans,FARM_1845,Nyeri,137.27,Male,11.8,24378,No,52
Moderate,Low,Moderate,Yes,Yes,High,>9 years,Yes,No,0.5,0.0,0.5,0,0,0,0.0,0,1,0.18,Beans,FARM_1846,Homa Bay,137.27,Male,3.9,3188,No,22
High,Moderate,High,No,Yes,Low,5-9 years,No,Yes,0.0,0.5,0.0,1,0,1,0.0,1,0,0.365,Beans,FARM_1847,Kisii,137.27,Male,67.12,111579,No,85
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,No,0.5,0.5,0.5,0,0,0,0.0,0,1,0.265,Maize,FARM_1848,Kirinyaga,55.61,Female,90.57,113859,No,44
